idelem,intensidad,ocupacion,carga
6721,5160,9,102
6722,1740,3,41
6723,4260,10,86
6724,1500,4,84
6725,4080,7,61
6726,3360,8,71
6727,3840,6,61
6728,2700,10,81
6729,1920,4,40
6730,1260,4,56
6731,900,9,47
6732,2400,5,50
6733,4920,9,81
6734,2820,5,55
6735,3420,12,85
6736,900,9,53
6737,2760,23,54
6738,3900,9,82
6739,3060,13,80
6740,540,5,38
6742,600,6,37
6743,3120,7,61
6744,2400,9,73
6745,960,8,55
6746,3600,5,62
6747,5940,10,258
7126,360,2,37
10177,1560,6,56
6749,3120,6,66
6750,2760,11,85
6751,1020,3,55
6753,3120,6,63
6754,660,2,20
6755,1800,15,80
6756,4080,8,66
6757,540,1,34
6758,3960,10,81
6759,1620,13,97
6760,600,1,34
6761,1740,7,71
6763,1740,5,51
6764,240,1,14
6765,1980,3,39
3531,1860,7,55
3532,1140,9,27
3533,2940,7,86
6948,840,7,79
6766,4560,10,112
6767,3900,8,115
6768,2160,4,61
3836,2580,6,51
3558,2040,4,40
3559,1020,9,56
6769,2220,4,34
3597,2400,4,36
6816,1740,7,52
6770,1860,3,28
3598,900,1,13
3599,2220,5,44
3560,2100,5,42
6771,2760,9,56
3494,2520,14,54
6772,2100,8,63
6934,1380,6,42
6935,1080,9,70
3837,3840,8,67
3539,1320,21,75
3536,2580,12,75
6819,1020,12,62
3495,1740,4,35
3561,660,3,39
3600,1200,2,24
3838,900,11,56
3839,900,2,27
6777,720,6,44
7127,960,17,32
6778,3480,9,91
6779,4740,9,69
6822,1980,10,60
6780,2520,8,40
6938,3360,8,51
6939,660,8,75
6942,2820,11,75
6941,660,6,40
6949,2460,8,63
6950,360,3,23
6781,1140,3,34
6782,5820,8,67
3496,780,7,47
6783,1680,11,58
6784,720,18,51
6787,-1,-1,-1
6788,-1,-1,-1
6932,2940,10,84
7128,300,2,18
3538,900,3,27
6789,2940,9,54
6790,1200,3,60
7131,720,5,43
3827,120,3,9
3828,1380,4,57
3826,420,4,32
6791,1560,3,59
6792,180,1,21
3761,900,3,27
3762,300,0,8
3763,360,0,7
3703,120,0,7
3704,1200,4,20
3705,1740,7,47
6793,2460,8,48
6823,1620,6,44
6794,2280,9,47
6936,720,5,37
6937,1500,3,29
6795,240,4,17
7012,240,9,21
6943,2040,7,57
6944,360,4,23
6952,2280,7,61
6951,300,33,39
6796,1260,4,46
6797,1140,8,68
6798,1980,3,30
6799,540,3,32
6800,540,2,17
6801,1620,3,52
6802,720,1,16
6804,1620,6,34
3706,840,6,41
6805,1680,8,54
6806,660,11,45
6809,-1,-1,-1
6810,-1,-1,-1
6933,1920,7,56
7129,540,3,32
7015,960,7,60
10266,1080,4,33
10194,600,2,18
10297,-1,-1,-1
10172,1860,15,95
10173,-1,-1,-1
10174,-1,-1,-1
10171,360,2,30
6748,1380,10,69
10179,1800,6,60
10178,780,7,47
6697,2160,5,59
10176,960,13,59
6661,840,10,52
10269,-1,-1,-1
10198,2940,6,68
10200,660,2,20
10201,360,2,25
10199,1080,9,64
10204,1680,2,32
10203,420,3,13
10202,-1,-1,-1
10205,600,1,18
10207,3120,8,65
10208,1860,5,42
10210,1800,4,42
10211,1320,1,25
6741,1440,13,83
10267,900,8,54
6762,60,0,3
10268,2220,6,74
3817,780,8,56
10660,180,1,11
10662,1080,7,63
10661,1260,10,73
10659,120,0,6
6803,600,5,86
6773,1740,7,88
6774,240,2,30
6775,4140,5,67
6786,1200,13,90
6785,1380,7,43
6807,2400,13,71
6808,0,0,0
6711,2400,13,71
